image_path,label
dataset/train_aug\SURE\orig_SURE (2).jpg,SURE
dataset/train_aug\SURE\orig_SURE (3).jpg,SURE
dataset/train_aug\SURE\orig_SURE (6).jpg,SURE
dataset/train_aug\SURE\aug_4.jpg,SURE
dataset/train_aug\SURE\aug_5.jpg,SURE
dataset/train_aug\SURE\aug_6.jpg,SURE
dataset/train_aug\SURE\aug_7.jpg,SURE
dataset/train_aug\SURE\aug_8.jpg,SURE
dataset/train_aug\SURE\aug_9.jpg,SURE
dataset/train_aug\SURE\aug_10.jpg,SURE
dataset/train_aug\SURE\aug_11.jpg,SURE
dataset/train_aug\SURE\aug_12.jpg,SURE
dataset/train_aug\SURE\aug_13.jpg,SURE
dataset/train_aug\SURE\aug_14.jpg,SURE
dataset/train_aug\SURE\aug_15.jpg,SURE
dataset/train_aug\SURE\aug_16.jpg,SURE
dataset/train_aug\SURE\aug_17.jpg,SURE
dataset/train_aug\SURE\aug_18.jpg,SURE
dataset/train_aug\SURE\aug_19.jpg,SURE
dataset/train_aug\SURE\aug_20.jpg,SURE
dataset/train_aug\SURE\aug_21.jpg,SURE
dataset/train_aug\SURE\aug_22.jpg,SURE
dataset/train_aug\SURE\aug_23.jpg,SURE
dataset/train_aug\SURE\aug_24.jpg,SURE
dataset/train_aug\SURE\aug_25.jpg,SURE
dataset/train_aug\SURE\aug_26.jpg,SURE
dataset/train_aug\SURE\aug_27.jpg,SURE
dataset/train_aug\SURE\aug_28.jpg,SURE
dataset/train_aug\SURE\aug_29.jpg,SURE
dataset/train_aug\SURE\aug_30.jpg,SURE
dataset/train_aug\SURE\aug_31.jpg,SURE
dataset/train_aug\SURE\aug_32.jpg,SURE
dataset/train_aug\SURE\aug_33.jpg,SURE
dataset/train_aug\SURE\aug_34.jpg,SURE
dataset/train_aug\SURE\aug_35.jpg,SURE
dataset/train_aug\SURE\aug_36.jpg,SURE
dataset/train_aug\SURE\aug_37.jpg,SURE
dataset/train_aug\SURE\aug_38.jpg,SURE
dataset/train_aug\SURE\aug_39.jpg,SURE
dataset/train_aug\SURE\aug_40.jpg,SURE
dataset/train_aug\SURE\aug_41.jpg,SURE
dataset/train_aug\SURE\aug_42.jpg,SURE
dataset/train_aug\SURE\aug_43.jpg,SURE
dataset/train_aug\SURE\aug_44.jpg,SURE
dataset/train_aug\SURE\aug_45.jpg,SURE
dataset/train_aug\SURE\aug_46.jpg,SURE
dataset/train_aug\SURE\aug_47.jpg,SURE
dataset/train_aug\SURE\aug_48.jpg,SURE
dataset/train_aug\SURE\aug_49.jpg,SURE
dataset/train_aug\TAKE CARE\orig_TAKE CARE (1).jpg,TAKE CARE
dataset/train_aug\TAKE CARE\orig_TAKE CARE (2).jpg,TAKE CARE
dataset/train_aug\TAKE CARE\orig_TAKE CARE (3).jpg,TAKE CARE
dataset/train_aug\TAKE CARE\orig_TAKE CARE (4).jpg,TAKE CARE
dataset/train_aug\TAKE CARE\orig_TAKE CARE (5).jpg,TAKE CARE
dataset/train_aug\TAKE CARE\orig_TAKE CARE (7).jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_6.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_7.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_8.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_9.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_10.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_11.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_12.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_13.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_14.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_15.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_16.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_17.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_18.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_19.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_20.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_21.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_22.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_23.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_24.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_25.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_26.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_27.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_28.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_29.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_30.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_31.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_32.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_33.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_34.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_35.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_36.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_37.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_38.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_39.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_40.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_41.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_42.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_43.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_44.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_45.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_46.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_47.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_48.jpg,TAKE CARE
dataset/train_aug\TAKE CARE\aug_49.jpg,TAKE CARE
dataset/train_aug\TAKE TIME\orig_TIME (1).jpg,TAKE TIME
dataset/train_aug\TAKE TIME\orig_TIME (2).jpg,TAKE TIME
dataset/train_aug\TAKE TIME\orig_TIME (3).jpg,TAKE TIME
dataset/train_aug\TAKE TIME\orig_TIME (4).jpg,TAKE TIME
dataset/train_aug\TAKE TIME\orig_TIME (5).jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_5.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_6.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_7.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_8.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_9.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_10.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_11.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_12.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_13.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_14.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_15.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_16.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_17.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_18.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_19.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_20.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_21.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_22.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_23.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_24.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_25.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_26.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_27.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_28.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_29.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_30.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_31.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_32.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_33.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_34.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_35.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_36.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_37.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_38.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_39.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_40.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_41.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_42.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_43.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_44.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_45.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_46.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_47.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_48.jpg,TAKE TIME
dataset/train_aug\TAKE TIME\aug_49.jpg,TAKE TIME
dataset/train_aug\TALK\orig_TALK-1.jpg,TALK
dataset/train_aug\TALK\orig_TALK-3.jpg,TALK
dataset/train_aug\TALK\orig_TALK-4.jpg,TALK
dataset/train_aug\TALK\orig_TALK-5.jpg,TALK
dataset/train_aug\TALK\orig_TALK-7.jpg,TALK
dataset/train_aug\TALK\aug_5.jpg,TALK
dataset/train_aug\TALK\aug_6.jpg,TALK
dataset/train_aug\TALK\aug_7.jpg,TALK
dataset/train_aug\TALK\aug_8.jpg,TALK
dataset/train_aug\TALK\aug_9.jpg,TALK
dataset/train_aug\TALK\aug_10.jpg,TALK
dataset/train_aug\TALK\aug_11.jpg,TALK
dataset/train_aug\TALK\aug_12.jpg,TALK
dataset/train_aug\TALK\aug_13.jpg,TALK
dataset/train_aug\TALK\aug_14.jpg,TALK
dataset/train_aug\TALK\aug_15.jpg,TALK
dataset/train_aug\TALK\aug_16.jpg,TALK
dataset/train_aug\TALK\aug_17.jpg,TALK
dataset/train_aug\TALK\aug_18.jpg,TALK
dataset/train_aug\TALK\aug_19.jpg,TALK
dataset/train_aug\TALK\aug_20.jpg,TALK
dataset/train_aug\TALK\aug_21.jpg,TALK
dataset/train_aug\TALK\aug_22.jpg,TALK
dataset/train_aug\TALK\aug_23.jpg,TALK
dataset/train_aug\TALK\aug_24.jpg,TALK
dataset/train_aug\TALK\aug_25.jpg,TALK
dataset/train_aug\TALK\aug_26.jpg,TALK
dataset/train_aug\TALK\aug_27.jpg,TALK
dataset/train_aug\TALK\aug_28.jpg,TALK
dataset/train_aug\TALK\aug_29.jpg,TALK
dataset/train_aug\TALK\aug_30.jpg,TALK
dataset/train_aug\TALK\aug_31.jpg,TALK
dataset/train_aug\TALK\aug_32.jpg,TALK
dataset/train_aug\TALK\aug_33.jpg,TALK
dataset/train_aug\TALK\aug_34.jpg,TALK
dataset/train_aug\TALK\aug_35.jpg,TALK
dataset/train_aug\TALK\aug_36.jpg,TALK
dataset/train_aug\TALK\aug_37.jpg,TALK
dataset/train_aug\TALK\aug_38.jpg,TALK
dataset/train_aug\TALK\aug_39.jpg,TALK
dataset/train_aug\TALK\aug_40.jpg,TALK
dataset/train_aug\TALK\aug_41.jpg,TALK
dataset/train_aug\TALK\aug_42.jpg,TALK
dataset/train_aug\TALK\aug_43.jpg,TALK
dataset/train_aug\TALK\aug_44.jpg,TALK
dataset/train_aug\TALK\aug_45.jpg,TALK
dataset/train_aug\TALK\aug_46.jpg,TALK
dataset/train_aug\TALK\aug_47.jpg,TALK
dataset/train_aug\TALK\aug_48.jpg,TALK
dataset/train_aug\TALK\aug_49.jpg,TALK
dataset/train_aug\TELL\orig_TELL  (1).jpg,TELL
dataset/train_aug\TELL\orig_TELL  (3).jpg,TELL
dataset/train_aug\TELL\orig_TELL (1).jpg,TELL
dataset/train_aug\TELL\orig_TELL (2).jpg,TELL
dataset/train_aug\TELL\orig_TELL (3).jpg,TELL
dataset/train_aug\TELL\orig_TELL (4).jpg,TELL
dataset/train_aug\TELL\orig_TELL (5).jpg,TELL
dataset/train_aug\TELL\aug_7.jpg,TELL
dataset/train_aug\TELL\aug_8.jpg,TELL
dataset/train_aug\TELL\aug_9.jpg,TELL
dataset/train_aug\TELL\aug_10.jpg,TELL
dataset/train_aug\TELL\aug_11.jpg,TELL
dataset/train_aug\TELL\aug_12.jpg,TELL
dataset/train_aug\TELL\aug_13.jpg,TELL
dataset/train_aug\TELL\aug_14.jpg,TELL
dataset/train_aug\TELL\aug_15.jpg,TELL
dataset/train_aug\TELL\aug_16.jpg,TELL
dataset/train_aug\TELL\aug_17.jpg,TELL
dataset/train_aug\TELL\aug_18.jpg,TELL
dataset/train_aug\TELL\aug_19.jpg,TELL
dataset/train_aug\TELL\aug_20.jpg,TELL
dataset/train_aug\TELL\aug_21.jpg,TELL
dataset/train_aug\TELL\aug_22.jpg,TELL
dataset/train_aug\TELL\aug_23.jpg,TELL
dataset/train_aug\TELL\aug_24.jpg,TELL
dataset/train_aug\TELL\aug_25.jpg,TELL
dataset/train_aug\TELL\aug_26.jpg,TELL
dataset/train_aug\TELL\aug_27.jpg,TELL
dataset/train_aug\TELL\aug_28.jpg,TELL
dataset/train_aug\TELL\aug_29.jpg,TELL
dataset/train_aug\TELL\aug_30.jpg,TELL
dataset/train_aug\TELL\aug_31.jpg,TELL
dataset/train_aug\TELL\aug_32.jpg,TELL
dataset/train_aug\TELL\aug_33.jpg,TELL
dataset/train_aug\TELL\aug_34.jpg,TELL
dataset/train_aug\TELL\aug_35.jpg,TELL
dataset/train_aug\TELL\aug_36.jpg,TELL
dataset/train_aug\TELL\aug_37.jpg,TELL
dataset/train_aug\TELL\aug_38.jpg,TELL
dataset/train_aug\TELL\aug_39.jpg,TELL
dataset/train_aug\TELL\aug_40.jpg,TELL
dataset/train_aug\TELL\aug_41.jpg,TELL
dataset/train_aug\TELL\aug_42.jpg,TELL
dataset/train_aug\TELL\aug_43.jpg,TELL
dataset/train_aug\TELL\aug_44.jpg,TELL
dataset/train_aug\TELL\aug_45.jpg,TELL
dataset/train_aug\TELL\aug_46.jpg,TELL
dataset/train_aug\TELL\aug_47.jpg,TELL
dataset/train_aug\TELL\aug_48.jpg,TELL
dataset/train_aug\TELL\aug_49.jpg,TELL
dataset/train_aug\THANK\orig_THANK (2).jpg,THANK
dataset/train_aug\THANK\orig_THANK (3).jpg,THANK
dataset/train_aug\THANK\orig_THANK (4).jpg,THANK
dataset/train_aug\THANK\orig_THANK (6).jpg,THANK
dataset/train_aug\THANK\orig_THANK (7).jpg,THANK
dataset/train_aug\THANK\orig_THANK-1.jpg,THANK
dataset/train_aug\THANK\orig_THANK-3.jpg,THANK
dataset/train_aug\THANK\orig_THANK-4.jpg,THANK
dataset/train_aug\THANK\orig_THANK-5.jpg,THANK
dataset/train_aug\THANK\orig_THANK-6.jpg,THANK
dataset/train_aug\THANK\orig_THANK.jpg,THANK
dataset/train_aug\THANK\aug_11.jpg,THANK
dataset/train_aug\THANK\aug_12.jpg,THANK
dataset/train_aug\THANK\aug_13.jpg,THANK
dataset/train_aug\THANK\aug_14.jpg,THANK
dataset/train_aug\THANK\aug_15.jpg,THANK
dataset/train_aug\THANK\aug_16.jpg,THANK
dataset/train_aug\THANK\aug_17.jpg,THANK
dataset/train_aug\THANK\aug_18.jpg,THANK
dataset/train_aug\THANK\aug_19.jpg,THANK
dataset/train_aug\THANK\aug_20.jpg,THANK
dataset/train_aug\THANK\aug_21.jpg,THANK
dataset/train_aug\THANK\aug_22.jpg,THANK
dataset/train_aug\THANK\aug_23.jpg,THANK
dataset/train_aug\THANK\aug_24.jpg,THANK
dataset/train_aug\THANK\aug_25.jpg,THANK
dataset/train_aug\THANK\aug_26.jpg,THANK
dataset/train_aug\THANK\aug_27.jpg,THANK
dataset/train_aug\THANK\aug_28.jpg,THANK
dataset/train_aug\THANK\aug_29.jpg,THANK
dataset/train_aug\THANK\aug_30.jpg,THANK
dataset/train_aug\THANK\aug_31.jpg,THANK
dataset/train_aug\THANK\aug_32.jpg,THANK
dataset/train_aug\THANK\aug_33.jpg,THANK
dataset/train_aug\THANK\aug_34.jpg,THANK
dataset/train_aug\THANK\aug_35.jpg,THANK
dataset/train_aug\THANK\aug_36.jpg,THANK
dataset/train_aug\THANK\aug_37.jpg,THANK
dataset/train_aug\THANK\aug_38.jpg,THANK
dataset/train_aug\THANK\aug_39.jpg,THANK
dataset/train_aug\THANK\aug_40.jpg,THANK
dataset/train_aug\THANK\aug_41.jpg,THANK
dataset/train_aug\THANK\aug_42.jpg,THANK
dataset/train_aug\THANK\aug_43.jpg,THANK
dataset/train_aug\THANK\aug_44.jpg,THANK
dataset/train_aug\THANK\aug_45.jpg,THANK
dataset/train_aug\THANK\aug_46.jpg,THANK
dataset/train_aug\THANK\aug_47.jpg,THANK
dataset/train_aug\THANK\aug_48.jpg,THANK
dataset/train_aug\THANK\aug_49.jpg,THANK
dataset/train_aug\THAT\orig_THAT (10).jpg,THAT
dataset/train_aug\THAT\orig_THAT (11).jpg,THAT
dataset/train_aug\THAT\orig_THAT (12).jpg,THAT
dataset/train_aug\THAT\orig_THAT (2).jpg,THAT
dataset/train_aug\THAT\orig_THAT (3).jpg,THAT
dataset/train_aug\THAT\orig_THAT (4).jpg,THAT
dataset/train_aug\THAT\orig_THAT (5).jpg,THAT
dataset/train_aug\THAT\orig_THAT (7).jpg,THAT
dataset/train_aug\THAT\orig_THAT (9).jpg,THAT
dataset/train_aug\THAT\aug_9.jpg,THAT
dataset/train_aug\THAT\aug_10.jpg,THAT
dataset/train_aug\THAT\aug_11.jpg,THAT
dataset/train_aug\THAT\aug_12.jpg,THAT
dataset/train_aug\THAT\aug_13.jpg,THAT
dataset/train_aug\THAT\aug_14.jpg,THAT
dataset/train_aug\THAT\aug_15.jpg,THAT
dataset/train_aug\THAT\aug_16.jpg,THAT
dataset/train_aug\THAT\aug_17.jpg,THAT
dataset/train_aug\THAT\aug_18.jpg,THAT
dataset/train_aug\THAT\aug_19.jpg,THAT
dataset/train_aug\THAT\aug_20.jpg,THAT
dataset/train_aug\THAT\aug_21.jpg,THAT
dataset/train_aug\THAT\aug_22.jpg,THAT
dataset/train_aug\THAT\aug_23.jpg,THAT
dataset/train_aug\THAT\aug_24.jpg,THAT
dataset/train_aug\THAT\aug_25.jpg,THAT
dataset/train_aug\THAT\aug_26.jpg,THAT
dataset/train_aug\THAT\aug_27.jpg,THAT
dataset/train_aug\THAT\aug_28.jpg,THAT
dataset/train_aug\THAT\aug_29.jpg,THAT
dataset/train_aug\THAT\aug_30.jpg,THAT
dataset/train_aug\THAT\aug_31.jpg,THAT
dataset/train_aug\THAT\aug_32.jpg,THAT
dataset/train_aug\THAT\aug_33.jpg,THAT
dataset/train_aug\THAT\aug_34.jpg,THAT
dataset/train_aug\THAT\aug_35.jpg,THAT
dataset/train_aug\THAT\aug_36.jpg,THAT
dataset/train_aug\THAT\aug_37.jpg,THAT
dataset/train_aug\THAT\aug_38.jpg,THAT
dataset/train_aug\THAT\aug_39.jpg,THAT
dataset/train_aug\THAT\aug_40.jpg,THAT
dataset/train_aug\THAT\aug_41.jpg,THAT
dataset/train_aug\THAT\aug_42.jpg,THAT
dataset/train_aug\THAT\aug_43.jpg,THAT
dataset/train_aug\THAT\aug_44.jpg,THAT
dataset/train_aug\THAT\aug_45.jpg,THAT
dataset/train_aug\THAT\aug_46.jpg,THAT
dataset/train_aug\THAT\aug_47.jpg,THAT
dataset/train_aug\THAT\aug_48.jpg,THAT
dataset/train_aug\THAT\aug_49.jpg,THAT
dataset/train_aug\THINGS\orig_THINGS (1).jpg,THINGS
dataset/train_aug\THINGS\orig_THINGS (3).jpg,THINGS
dataset/train_aug\THINGS\aug_2.jpg,THINGS
dataset/train_aug\THINGS\aug_3.jpg,THINGS
dataset/train_aug\THINGS\aug_4.jpg,THINGS
dataset/train_aug\THINGS\aug_5.jpg,THINGS
dataset/train_aug\THINGS\aug_6.jpg,THINGS
dataset/train_aug\THINGS\aug_7.jpg,THINGS
dataset/train_aug\THINGS\aug_8.jpg,THINGS
dataset/train_aug\THINGS\aug_9.jpg,THINGS
dataset/train_aug\THINGS\aug_10.jpg,THINGS
dataset/train_aug\THINGS\aug_11.jpg,THINGS
dataset/train_aug\THINGS\aug_12.jpg,THINGS
dataset/train_aug\THINGS\aug_13.jpg,THINGS
dataset/train_aug\THINGS\aug_14.jpg,THINGS
dataset/train_aug\THINGS\aug_15.jpg,THINGS
dataset/train_aug\THINGS\aug_16.jpg,THINGS
dataset/train_aug\THINGS\aug_17.jpg,THINGS
dataset/train_aug\THINGS\aug_18.jpg,THINGS
dataset/train_aug\THINGS\aug_19.jpg,THINGS
dataset/train_aug\THINGS\aug_20.jpg,THINGS
dataset/train_aug\THINGS\aug_21.jpg,THINGS
dataset/train_aug\THINGS\aug_22.jpg,THINGS
dataset/train_aug\THINGS\aug_23.jpg,THINGS
dataset/train_aug\THINGS\aug_24.jpg,THINGS
dataset/train_aug\THINGS\aug_25.jpg,THINGS
dataset/train_aug\THINGS\aug_26.jpg,THINGS
dataset/train_aug\THINGS\aug_27.jpg,THINGS
dataset/train_aug\THINGS\aug_28.jpg,THINGS
dataset/train_aug\THINGS\aug_29.jpg,THINGS
dataset/train_aug\THINGS\aug_30.jpg,THINGS
dataset/train_aug\THINGS\aug_31.jpg,THINGS
dataset/train_aug\THINGS\aug_32.jpg,THINGS
dataset/train_aug\THINGS\aug_33.jpg,THINGS
dataset/train_aug\THINGS\aug_34.jpg,THINGS
dataset/train_aug\THINGS\aug_35.jpg,THINGS
dataset/train_aug\THINGS\aug_36.jpg,THINGS
dataset/train_aug\THINGS\aug_37.jpg,THINGS
dataset/train_aug\THINGS\aug_38.jpg,THINGS
dataset/train_aug\THINGS\aug_39.jpg,THINGS
dataset/train_aug\THINGS\aug_40.jpg,THINGS
dataset/train_aug\THINGS\aug_41.jpg,THINGS
dataset/train_aug\THINGS\aug_42.jpg,THINGS
dataset/train_aug\THINGS\aug_43.jpg,THINGS
dataset/train_aug\THINGS\aug_44.jpg,THINGS
dataset/train_aug\THINGS\aug_45.jpg,THINGS
dataset/train_aug\THINGS\aug_46.jpg,THINGS
dataset/train_aug\THINGS\aug_47.jpg,THINGS
dataset/train_aug\THINGS\aug_48.jpg,THINGS
dataset/train_aug\THINGS\aug_49.jpg,THINGS
dataset/train_aug\THINK\orig_THINK-2.jpg,THINK
dataset/train_aug\THINK\orig_THINK-3.jpg,THINK
dataset/train_aug\THINK\orig_THINK-5.jpg,THINK
dataset/train_aug\THINK\orig_THINK-6.jpg,THINK
dataset/train_aug\THINK\orig_THINK-7.jpg,THINK
dataset/train_aug\THINK\aug_5.jpg,THINK
dataset/train_aug\THINK\aug_6.jpg,THINK
dataset/train_aug\THINK\aug_7.jpg,THINK
dataset/train_aug\THINK\aug_8.jpg,THINK
dataset/train_aug\THINK\aug_9.jpg,THINK
dataset/train_aug\THINK\aug_10.jpg,THINK
dataset/train_aug\THINK\aug_11.jpg,THINK
dataset/train_aug\THINK\aug_12.jpg,THINK
dataset/train_aug\THINK\aug_13.jpg,THINK
dataset/train_aug\THINK\aug_14.jpg,THINK
dataset/train_aug\THINK\aug_15.jpg,THINK
dataset/train_aug\THINK\aug_16.jpg,THINK
dataset/train_aug\THINK\aug_17.jpg,THINK
dataset/train_aug\THINK\aug_18.jpg,THINK
dataset/train_aug\THINK\aug_19.jpg,THINK
dataset/train_aug\THINK\aug_20.jpg,THINK
dataset/train_aug\THINK\aug_21.jpg,THINK
dataset/train_aug\THINK\aug_22.jpg,THINK
dataset/train_aug\THINK\aug_23.jpg,THINK
dataset/train_aug\THINK\aug_24.jpg,THINK
dataset/train_aug\THINK\aug_25.jpg,THINK
dataset/train_aug\THINK\aug_26.jpg,THINK
dataset/train_aug\THINK\aug_27.jpg,THINK
dataset/train_aug\THINK\aug_28.jpg,THINK
dataset/train_aug\THINK\aug_29.jpg,THINK
dataset/train_aug\THINK\aug_30.jpg,THINK
dataset/train_aug\THINK\aug_31.jpg,THINK
dataset/train_aug\THINK\aug_32.jpg,THINK
dataset/train_aug\THINK\aug_33.jpg,THINK
dataset/train_aug\THINK\aug_34.jpg,THINK
dataset/train_aug\THINK\aug_35.jpg,THINK
dataset/train_aug\THINK\aug_36.jpg,THINK
dataset/train_aug\THINK\aug_37.jpg,THINK
dataset/train_aug\THINK\aug_38.jpg,THINK
dataset/train_aug\THINK\aug_39.jpg,THINK
dataset/train_aug\THINK\aug_40.jpg,THINK
dataset/train_aug\THINK\aug_41.jpg,THINK
dataset/train_aug\THINK\aug_42.jpg,THINK
dataset/train_aug\THINK\aug_43.jpg,THINK
dataset/train_aug\THINK\aug_44.jpg,THINK
dataset/train_aug\THINK\aug_45.jpg,THINK
dataset/train_aug\THINK\aug_46.jpg,THINK
dataset/train_aug\THINK\aug_47.jpg,THINK
dataset/train_aug\THINK\aug_48.jpg,THINK
dataset/train_aug\THINK\aug_49.jpg,THINK
dataset/train_aug\THIRSTY\orig_THIRSTY-2.jpg,THIRSTY
dataset/train_aug\THIRSTY\orig_THIRSTY-3.jpg,THIRSTY
dataset/train_aug\THIRSTY\orig_THIRSTY-4.jpg,THIRSTY
dataset/train_aug\THIRSTY\orig_THIRSTY-6.jpg,THIRSTY
dataset/train_aug\THIRSTY\orig_THIRSTY-7.jpg,THIRSTY
dataset/train_aug\THIRSTY\aug_5.jpg,THIRSTY
dataset/train_aug\THIRSTY\aug_6.jpg,THIRSTY
dataset/train_aug\THIRSTY\aug_7.jpg,THIRSTY
dataset/train_aug\THIRSTY\aug_8.jpg,THIRSTY
dataset/train_aug\THIRSTY\aug_9.jpg,THIRSTY
dataset/train_aug\THIRSTY\aug_10.jpg,THIRSTY
dataset/train_aug\THIRSTY\aug_11.jpg,THIRSTY
dataset/train_aug\THIRSTY\aug_12.jpg,THIRSTY
dataset/train_aug\THIRSTY\aug_13.jpg,THIRSTY
dataset/train_aug\THIRSTY\aug_14.jpg,THIRSTY
dataset/train_aug\THIRSTY\aug_15.jpg,THIRSTY
dataset/train_aug\THIRSTY\aug_16.jpg,THIRSTY
dataset/train_aug\THIRSTY\aug_17.jpg,THIRSTY
dataset/train_aug\THIRSTY\aug_18.jpg,THIRSTY
dataset/train_aug\THIRSTY\aug_19.jpg,THIRSTY
dataset/train_aug\THIRSTY\aug_20.jpg,THIRSTY
dataset/train_aug\THIRSTY\aug_21.jpg,THIRSTY
dataset/train_aug\THIRSTY\aug_22.jpg,THIRSTY
dataset/train_aug\THIRSTY\aug_23.jpg,THIRSTY
dataset/train_aug\THIRSTY\aug_24.jpg,THIRSTY
dataset/train_aug\THIRSTY\aug_25.jpg,THIRSTY
dataset/train_aug\THIRSTY\aug_26.jpg,THIRSTY
dataset/train_aug\THIRSTY\aug_27.jpg,THIRSTY
dataset/train_aug\THIRSTY\aug_28.jpg,THIRSTY
dataset/train_aug\THIRSTY\aug_29.jpg,THIRSTY
dataset/train_aug\THIRSTY\aug_30.jpg,THIRSTY
dataset/train_aug\THIRSTY\aug_31.jpg,THIRSTY
dataset/train_aug\THIRSTY\aug_32.jpg,THIRSTY
dataset/train_aug\THIRSTY\aug_33.jpg,THIRSTY
dataset/train_aug\THIRSTY\aug_34.jpg,THIRSTY
